"Cell","MOI","WF10PB2","WF10PB1","WF10PA","WF10HA","WF10NP","WF10NA","WF10M","WF10NS","mVarPB2","mVarPB1","mVarPA","mVarHA","mVarNP","mVarNA","mVarM","mVarNS","mHelperPB2","mHelperPB1","mHelperPA","mHelperHA","mHelperNP","mHelperNA","mHelperM","mHelperNS","Flu_RNA","TotalRNA","Flu_Prop","Test_Prop","WT","VAR","HELPER","HELPER_Segments","WT_Test_Prop","VAR_Test_Prop","WT_Prop","VAR_Prop","Test_Prop_Flu","Test_Prop_Cell","Test_Sum","HELPER_Prop","Purity","Test_Log","Minor_Frac","Mean_Log","Mean_Gain","Mean_Sum","Cell.ID","Test_Gain","Threshold"
"MDCK",0.2,1,0,0,14,5,2,3,13,0,0,0,7,4,0,0,1,3,13,7,340,195,64,206,586,1464,62950,0.0232565528196982,0.00079428117553614,38,12,1414,8,0.76,0.24,0.0259562841530055,0.00819672131147541,0.0341530054644809,0.00079428117553614,50,0.965846994535519,0.76,1.69897000433602,0.407752801040644,0,0,0,1003,-0.21875,0.000267549127344371
"MDCK",0.2,0,0,0,12,7,1,6,18,1,0,0,3,5,1,9,5,2,10,8,453,281,45,283,832,1982,63263,0.0313295291086417,0.00107487789071021,44,24,1914,8,0.647058823529412,0.352941176470588,0.0221997981836529,0.012108980827447,0.0343087790110999,0.00107487789071021,68,0.9656912209889,0.647058823529412,1.83250891270624,0.646767851543378,0,0,0,1004,0.36,0.000267549127344371
"MDCK",0.2,0,1,0,21,12,1,10,5,0,0,0,8,6,2,13,28,2,14,13,856,495,57,534,974,3052,50091,0.0609291090215807,0.0021361122756583,50,57,2945,8,0.467289719626168,0.532710280373832,0.0163826998689384,0.0186762778505898,0.0350589777195282,0.0021361122756583,107,0.964941022280472,0.532710280373832,2.02938377768521,0.948310176488416,0,0,0,1005,0.573529411764706,0.000267549127344371
"MDCK",0.2,0,0,0,4,2,0,0,1,0,1,0,9,4,1,4,11,1,12,10,276,208,33,171,305,1053,44297,0.0237713614917489,0.00083527101158092,7,30,1016,8,0.189189189189189,0.810810810810811,0.00664767331433998,0.0284900284900285,0.0351377018043685,0.00083527101158092,37,0.964862298195632,0.810810810810811,1.56820172406699,0.296686812661323,0,0,0,1006,-0.654205607476635,0.000267549127344371
"MDCK",0.2,0,0,0,2,1,0,0,5,0,0,0,0,0,0,0,0,1,4,2,57,32,21,13,89,227,27863,0.00814700498869468,0.000287119118544306,8,0,219,8,1,0,0.0352422907488987,0,0.0352422907488987,0.000287119118544306,8,0.964757709251101,1,0.903089986991944,0,0,0,0,1007,-0.783783783783784,0.000267549127344371
"MDCK",0.2,0,0,0,0,0,0,0,0,0,0,4,11,3,2,4,12,1,6,11,306,160,30,166,302,1018,38553,0.0264052084143906,0.000933779472414598,0,36,982,8,0,1,0,0.0353634577603143,0.0353634577603143,0.000933779472414598,36,0.964636542239686,1,1.55630250076729,0,0,0,0,1008,3.5,0.000267549127344371
"MDCK",0.2,0,0,0,8,1,0,4,3,0,0,0,8,9,0,0,0,1,5,5,291,236,22,199,140,932,32255,0.0288947450007751,0.00102309719423345,16,17,899,8,0.484848484848485,0.515151515151515,0.0171673819742489,0.0182403433476395,0.0354077253218884,0.00102309719423345,33,0.964592274678112,0.515151515151515,1.51851393987789,0.736249182971097,0,0,0,1009,-0.0833333333333333,0.000267549127344371
"MDCK",0.2,0,0,0,1,1,0,4,1,0,0,1,20,5,0,6,6,1,4,7,328,112,41,252,461,1251,44663,0.0280097619953877,0.00100754539551754,7,38,1206,8,0.155555555555556,0.844444444444444,0.00559552358113509,0.0303756994404476,0.0359712230215827,0.00100754539551754,45,0.964028776978417,0.844444444444444,1.65321251377534,0.25716639103172,0,0,0,1010,0.363636363636364,0.000267549127344371
"MDCK",0.2,1,0,0,8,2,2,3,15,0,0,0,0,0,0,0,0,2,6,3,191,179,55,89,299,855,41686,0.020510483135825,0.000743654944105935,31,0,824,8,1,0,0.0362573099415205,0,0.0362573099415205,0.000743654944105935,31,0.96374269005848,1,1.49136169383427,0,0,0,0,1011,-0.311111111111111,0.000267549127344371
"MDCK",0.2,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,6,1,10,3,30,79,9,45,160,350,26668,0.0131243437828109,0.000487475626218689,0,13,337,8,0,1,0,0.0371428571428571,0.0371428571428571,0.000487475626218689,13,0.962857142857143,1,1.11394335230684,0,0,0,0,1012,-0.580645161290323,0.000267549127344371
"MDCK",0.2,0,0,0,18,5,0,2,11,0,1,0,5,3,0,2,4,4,10,13,344,273,52,119,482,1348,33201,0.0406011867112436,0.00153609831029186,36,15,1297,8,0.705882352941177,0.294117647058824,0.0267062314540059,0.0111275964391691,0.0378338278931751,0.00153609831029186,51,0.962166172106825,0.705882352941177,1.70757017609794,0.502226522381746,0,0,0,1013,2.92307692307692,0.000267549127344371
"MDCK",0.2,0,0,0,14,10,3,6,33,0,0,0,0,0,0,2,12,8,3,7,469,315,180,273,732,2067,6606,0.312897366030881,0.0121102028458977,66,14,1987,8,0.825,0.175,0.0319303338171263,0.00677310111272375,0.03870343492985,0.0121102028458977,80,0.96129656507015,0.825,1.90308998699194,0.33304074772359,0,0,0,1014,0.568627450980392,0.000267549127344371
"MDCK",0.2,0,0,0,6,2,3,4,36,0,0,1,3,7,0,10,5,3,11,5,501,351,30,217,775,1970,47277,0.0416693106584597,0.00162869894451848,51,26,1893,8,0.662337662337662,0.337662337662338,0.0258883248730964,0.0131979695431472,0.0390862944162437,0.00162869894451848,77,0.960913705583756,0.662337662337662,1.88649072517248,0.636996868240059,0,0,0,1015,-0.0375,0.000267549127344371
"MDCK",0.2,0,0,0,2,2,0,1,4,0,0,0,2,1,0,0,10,5,7,1,71,114,23,93,219,555,30350,0.0182866556836903,0.000724876441515651,9,13,533,8,0.409090909090909,0.590909090909091,0.0162162162162162,0.0234234234234234,0.0396396396396396,0.000724876441515651,22,0.96036036036036,0.590909090909091,1.34242268082221,0.549172914881812,0,0,0,1016,-0.714285714285714,0.000267549127344371
"MDCK",0.2,0,0,0,5,0,0,0,1,0,0,0,10,10,0,15,3,2,10,11,299,178,20,275,269,1108,27575,0.040181323662738,0.00159564823209429,6,38,1064,8,0.136363636363636,0.863636363636364,0.00541516245487365,0.0342960288808664,0.0397111913357401,0.00159564823209429,44,0.96028880866426,0.863636363636364,1.64345267648619,0.224107183157207,0,0,0,1017,1,0.000267549127344371
"MDCK",0.2,0,0,0,4,8,0,1,4,0,0,1,18,3,0,0,0,2,10,4,315,198,59,60,288,975,9503,0.102599179206566,0.00410396716826265,17,22,936,8,0.435897435897436,0.564102564102564,0.0174358974358974,0.0225641025641026,0.04,0.00410396716826265,39,0.96,0.564102564102564,1.5910646070265,0.693540982550012,0,0,0,1018,-0.113636363636364,0.000267549127344371
"MDCK",0.2,0,0,0,5,8,1,6,10,0,0,0,4,2,0,9,5,1,9,3,395,165,35,222,370,1250,38211,0.0327130930883777,0.00130852372353511,30,20,1200,8,0.6,0.4,0.024,0.016,0.04,0.00130852372353511,50,0.96,0.6,1.69897000433602,0.679588001734408,0,0,0,1019,0.282051282051282,0.000267549127344371
"MDCK",0.2,0,0,0,0,0,0,0,2,0,0,0,0,4,0,2,5,1,2,3,34,48,7,40,172,320,7399,0.043249087714556,0.00175699418840384,2,11,307,8,0.153846153846154,0.846153846153846,0.00625,0.034375,0.040625,0.00175699418840384,13,0.959375,0.846153846153846,1.11394335230684,0.171375900354898,0,0,0,1021,0.444444444444444,0.000267549127344371
"MDCK",0.2,0,0,1,1,0,0,0,13,0,0,1,24,11,1,9,15,7,15,7,495,212,43,367,605,1827,43619,0.041885416905477,0.00174235998074234,15,61,1751,8,0.197368421052632,0.802631578947368,0.00821018062397373,0.0333880678708265,0.0415982484948002,0.00174235998074234,76,0.9584017515052,0.802631578947368,1.88081359228079,0.371213209002788,0,0,0,1022,4.84615384615385,0.000267549127344371
"MDCK",0.2,1,0,0,0,7,0,3,36,0,0,0,10,12,1,12,18,2,9,4,693,382,39,259,905,2393,42387,0.0564559888645103,0.00235921390992521,47,53,2293,8,0.47,0.53,0.0196406184705391,0.0221479314667781,0.0417885499373172,0.00235921390992521,100,0.958211450062683,0.53,2,0.94,0,0,0,1023,0.315789473684211,0.000267549127344371
"MDCK",0.2,0,0,0,8,1,0,9,24,0,0,1,8,8,1,21,11,5,55,4,357,348,45,550,726,2182,48842,0.0446746652471234,0.00188362474919127,42,50,2090,8,0.456521739130435,0.543478260869565,0.0192483959670028,0.0229147571035747,0.0421631530705774,0.00188362474919127,92,0.957836846929423,0.543478260869565,1.96378782734556,0.896511834222971,0,0,0,1024,-0.08,0.000267549127344371
"MDCK",0.2,1,0,0,20,27,0,14,10,0,1,0,17,12,1,10,14,2,13,7,618,516,32,558,1125,2998,53815,0.0557093747096534,0.00235993682058906,72,55,2871,8,0.566929133858268,0.433070866141732,0.0240160106737825,0.0183455637091394,0.042361574382922,0.00235993682058906,127,0.957638425617078,0.566929133858268,2.10380372095596,0.911096099626595,0,0,0,1025,0.380434782608696,0.000267549127344371
"MDCK",0.2,1,1,1,20,25,3,35,55,0,3,0,5,4,2,4,9,11,20,12,732,530,56,691,1643,3863,27422,0.140872292320035,0.00612646779957698,141,27,3695,8,0.839285714285714,0.160714285714286,0.0365001294330831,0.00698938648718612,0.0434895159202692,0.00612646779957698,168,0.956510484079731,0.839285714285714,2.22530928172586,0.357638991705942,0,0,0,1026,0.322834645669291,0.000267549127344371
"MDCK",0.2,0,0,0,20,1,0,21,10,0,1,1,21,9,1,10,9,1,32,15,777,321,49,572,494,2365,42881,0.0551526317016861,0.00242531657377393,52,52,2261,8,0.5,0.5,0.0219873150105708,0.0219873150105708,0.0439746300211417,0.00242531657377393,104,0.956025369978858,0.5,2.01703333929878,1.00851666964939,0,0,0,1027,-0.380952380952381,0.000267549127344371
"MDCK",0.2,0,0,0,0,0,0,0,0,0,1,0,13,8,1,9,54,2,21,8,469,416,51,269,547,1869,30940,0.0604072398190045,0.00277957336780866,0,86,1783,8,0,1,0,0.0460139111824505,0.0460139111824505,0.00277957336780866,86,0.95398608881755,1,1.93449845124357,0,0,0,0,1028,-0.173076923076923,0.000267549127344371
"MDCK",0.2,0,0,0,0,0,0,1,0,0,0,1,16,20,4,6,84,7,10,8,744,362,108,269,1200,2840,50052,0.0567409893710541,0.00263725725245744,1,131,2708,8,0.00757575757575758,0.992424242424242,0.000352112676056338,0.0461267605633803,0.0464788732394366,0.00263725725245744,132,0.953521126760563,0.992424242424242,2.12057393120585,0.0160649540242867,0,0,0,1029,0.534883720930233,0.000267549127344371
"MDCK",0.2,0,3,0,3,2,2,3,9,0,0,0,15,1,0,5,21,6,15,5,318,229,32,221,469,1359,56153,0.0242017345466849,0.00113974320160989,22,42,1295,8,0.34375,0.65625,0.0161883738042678,0.0309050772626932,0.047093451066961,0.00113974320160989,64,0.952906548933039,0.65625,1.80617997398389,0.620874366056961,0,0,0,1030,-0.515151515151515,0.000267549127344371
"MDCK",0.2,0,0,0,3,4,0,7,0,0,0,0,16,25,2,11,33,5,26,10,465,468,50,319,688,2132,44631,0.0477694875759002,0.0022630010530797,14,87,2031,8,0.138613861386139,0.861386138613861,0.00656660412757974,0.0408067542213884,0.0473733583489681,0.0022630010530797,101,0.952626641651032,0.861386138613861,2.00432137378264,0.277826725078782,0,0,0,1031,0.578125,0.000267549127344371
"MDCK",0.2,0,0,0,10,22,3,0,48,0,0,0,34,20,7,17,39,4,5,7,736,1312,106,380,1442,4192,47789,0.08771893113478,0.00418506350833874,83,117,3992,8,0.415,0.585,0.0197996183206107,0.0279103053435115,0.0477099236641221,0.00418506350833874,200,0.952290076335878,0.585,2.30102999566398,0.954927448200552,0,0,0,1032,0.98019801980198,0.000267549127344371
"MDCK",0.2,0,0,0,3,2,0,4,4,0,1,1,15,4,0,9,11,4,7,5,360,177,49,147,321,1124,41600,0.0270192307692308,0.00129807692307692,13,41,1070,8,0.240740740740741,0.759259259259259,0.0115658362989324,0.0364768683274021,0.0480427046263345,0.00129807692307692,54,0.951957295373665,0.759259259259259,1.73239375982297,0.417057756994418,0,0,0,1033,-0.73,0.000267549127344371
"MDCK",0.2,0,0,0,0,1,0,0,0,1,0,0,8,0,2,0,5,3,5,4,157,52,9,60,40,347,6745,0.0514455151964418,0.00252038547071905,1,16,330,8,0.0588235294117647,0.941176470588235,0.00288184438040346,0.0461095100864553,0.0489913544668588,0.00252038547071905,17,0.951008645533141,0.941176470588235,1.23044892137827,0.0723793483163691,0,0,0,1034,-0.685185185185185,0.000267549127344371
"MDCK",0.2,0,2,0,12,3,0,12,6,0,7,0,3,8,1,7,20,4,13,11,413,261,30,245,543,1601,38385,0.0417090009118145,0.00211019929660023,35,46,1520,8,0.432098765432099,0.567901234567901,0.0218613366645846,0.0287320424734541,0.0505933791380387,0.00211019929660023,81,0.949406620861961,0.567901234567901,1.90848501887865,0.82465402050312,0,0,0,1035,3.76470588235294,0.000267549127344371
"MDCK",0.2,0,6,1,30,9,0,17,27,0,1,0,10,4,2,12,35,7,15,9,873,484,43,402,1008,2995,38937,0.0769191257672651,0.00395510696766572,90,64,2841,8,0.584415584415584,0.415584415584416,0.0300500834724541,0.0213689482470785,0.0514190317195326,0.00395510696766572,154,0.948580968280467,0.584415584415584,2.18752072083646,0.909099520347621,0,0,0,1036,0.901234567901235,0.000267549127344371
"MDCK",0.2,0,0,0,0,0,0,0,0,0,3,0,14,5,3,4,34,5,4,7,200,210,65,102,563,1219,45826,0.0266006197355213,0.00137476541701218,0,63,1156,8,0,1,0,0.051681706316653,0.051681706316653,0.00137476541701218,63,0.948318293683347,1,1.79934054945358,0,0,0,0,1037,-0.590909090909091,0.000267549127344371
"MDCK",0.2,1,1,0,19,18,0,11,25,0,2,1,8,17,0,9,19,6,12,5,636,568,45,263,852,2518,44989,0.0559692369245816,0.00291182289003979,75,56,2387,8,0.572519083969466,0.427480916030534,0.0297855440826052,0.0222398729150119,0.0520254169976172,0.00291182289003979,131,0.947974583002383,0.572519083969466,2.11727129565576,0.905093072952083,0,0,0,1038,1.07936507936508,0.000267549127344371
"MDCK",0.2,0,0,0,0,0,0,0,0,0,0,0,6,5,1,8,11,2,4,3,77,69,46,68,283,583,37754,0.0154420723631933,0.000821105048471685,0,31,552,8,0,1,0,0.0531732418524871,0.0531732418524871,0.000821105048471685,31,0.946826758147513,1,1.49136169383427,0,0,0,0,1040,3.42857142857143,0.000267549127344371
"MDCK",0.2,0,0,0,1,0,1,10,9,0,0,2,37,31,0,16,80,5,14,7,601,531,55,616,1500,3516,51229,0.0686330008393683,0.00365027621074001,21,166,3329,8,0.112299465240642,0.887700534759358,0.00597269624573379,0.0472127417519909,0.0531854379977247,0.00365027621074001,187,0.946814562002275,0.887700534759358,2.2718416065365,0.255126597525489,0,0,0,1041,5.03225806451613,0.000267549127344371
"MDCK",0.2,0,1,0,21,18,1,10,62,0,0,0,13,20,1,9,32,6,16,8,833,518,71,281,1381,3302,58863,0.0560963593428809,0.00319385692200533,113,75,3114,8,0.601063829787234,0.398936170212766,0.034221683827983,0.0227135069654755,0.0569351907934585,0.00319385692200533,188,0.943064809206541,0.601063829787234,2.27415784926368,0.907243822844553,0,0,0,1042,0.0053475935828877,0.000267549127344371
"MDCK",0.2,0,0,0,1,5,2,6,18,0,1,0,53,25,1,27,59,6,18,11,959,483,33,548,1217,3473,28284,0.122790270117381,0.00700042426813746,32,166,3275,8,0.161616161616162,0.838383838383838,0.00921393607831846,0.047797293406277,0.0570112294845955,0.00700042426813746,198,0.942988770515405,0.838383838383838,2.29666519026153,0.37117821256752,0,0,0,1043,0.0531914893617021,0.000267549127344371
"MDCK",0.2,0,0,0,14,7,0,15,32,1,3,1,55,39,3,76,56,3,40,11,1134,927,99,978,1773,5267,61572,0.085542129539401,0.0049048268693562,68,234,4965,8,0.225165562913907,0.774834437086093,0.0129105752800456,0.0444275678754509,0.0573381431554965,0.0049048268693562,302,0.942661856844504,0.774834437086093,2.48000694295715,0.558412159341345,0,0,0,1044,0.525252525252525,0.000267549127344371
"MDCK",0.2,0,0,0,0,0,0,0,0,0,0,0,64,23,5,8,52,7,13,9,378,454,48,361,1200,2622,43854,0.059789300861951,0.00346604642677977,0,152,2470,8,0,1,0,0.0579710144927536,0.0579710144927536,0.00346604642677977,152,0.942028985507246,1,2.18184358794477,0,0,0,0,1045,-0.496688741721854,0.000267549127344371
"MDCK",0.2,0,3,0,16,11,0,15,14,0,0,0,16,12,8,35,49,6,28,5,710,441,68,729,876,3042,57667,0.0527511401668198,0.00310402830041445,59,120,2863,8,0.329608938547486,0.670391061452514,0.0193951347797502,0.0394477317554241,0.0588428665351742,0.00310402830041445,179,0.941157133464826,0.670391061452514,2.25285303097989,0.742560496244769,0,0,0,1046,0.177631578947368,0.000267549127344371
"MDCK",0.2,0,0,0,0,0,0,0,0,0,1,0,24,22,1,18,15,1,9,7,312,170,39,275,464,1358,53170,0.0255407184502539,0.00152341545984578,0,81,1277,8,0,1,0,0.0596465390279823,0.0596465390279823,0.00152341545984578,81,0.940353460972018,1,1.90848501887865,0,0,0,0,1047,-0.547486033519553,0.000267549127344371
"MDCK",0.2,0,0,0,0,1,0,1,8,0,1,0,33,32,4,23,46,7,9,7,534,493,91,219,916,2425,46989,0.0516078231075358,0.00317095490433931,10,139,2276,8,0.0671140939597315,0.932885906040268,0.00412371134020619,0.057319587628866,0.0614432989690722,0.00317095490433931,149,0.938556701030928,0.932885906040268,2.17318626841227,0.14585142741022,0,0,0,1048,0.839506172839506,0.000267549127344371
"MDCK",0.2,0,0,0,10,11,1,3,14,0,0,0,3,4,4,1,21,5,6,5,309,222,29,91,396,1135,41321,0.0274678734783766,0.00174245541008204,39,33,1063,8,0.541666666666667,0.458333333333333,0.0343612334801762,0.0290748898678414,0.0634361233480176,0.00174245541008204,72,0.936563876651982,0.541666666666667,1.85733249643127,0.851277394197665,0,0,0,1049,-0.516778523489933,0.000267549127344371
"MDCK",0.2,1,2,0,4,0,0,1,0,0,0,0,3,1,1,0,2,4,4,2,45,24,21,12,90,217,26748,0.00811275609391356,0.000560789591745177,8,7,202,8,0.533333333333333,0.466666666666667,0.0368663594470046,0.032258064516129,0.0691244239631336,0.000560789591745177,15,0.930875576036866,0.533333333333333,1.17609125905568,0.548842587559318,0,0,0,1050,-0.791666666666667,0.000267549127344371
"MDCK",0.2,0,0,0,15,9,8,4,19,0,2,0,8,16,4,5,45,6,13,10,541,339,53,238,605,1940,62543,0.0310186591624962,0.0021585149417201,55,80,1805,8,0.407407407407407,0.592592592592593,0.0283505154639175,0.0412371134020619,0.0695876288659794,0.0021585149417201,135,0.930412371134021,0.592592592592593,2.13033376849501,0.867913757535002,0,0,0,1051,8,0.000267549127344371
"MDCK",0.2,0,0,0,1,3,1,0,23,0,2,0,27,11,0,5,56,5,11,1,561,275,52,189,464,1687,45991,0.0366810897784349,0.00280489661020634,28,101,1558,8,0.217054263565891,0.782945736434108,0.016597510373444,0.0598695909899229,0.0764671013633669,0.00280489661020634,129,0.923532898636633,0.782945736434108,2.11058971029925,0.458112495258752,0,0,0,1052,-0.0444444444444444,0.000267549127344371
"MDCK",0.2,0,0,0,0,0,0,0,0,1,0,0,15,22,6,7,14,5,3,5,161,173,27,69,328,836,42401,0.0197165161199028,0.00153298271267187,0,65,771,8,0,1,0,0.0777511961722488,0.0777511961722488,0.00153298271267187,65,0.922248803827751,1,1.81291335664286,0,0,0,0,1053,-0.496124031007752,0.000267549127344371
"MDCK",0.2,0,0,0,26,2,0,41,17,0,0,0,18,6,8,37,40,5,9,10,603,246,42,416,631,2157,38705,0.0557292339491022,0.00503810877147655,86,109,1962,8,0.441025641025641,0.558974358974359,0.0398701900788132,0.0505331478905888,0.0904033379694019,0.00503810877147655,195,0.909596662030598,0.558974358974359,2.29003461136252,1.00996398244706,0,0,0,1054,2,0.000267549127344371
"MDCK",0.2,0,0,0,1,0,0,3,0,0,0,0,6,8,6,2,19,6,4,2,67,68,35,41,165,433,34086,0.0127031625887461,0.00132019010737546,4,41,388,8,0.0888888888888889,0.911111111111111,0.0092378752886836,0.0946882217090069,0.103926096997691,0.00132019010737546,45,0.896073903002309,0.911111111111111,1.65321251377534,0.146952223446697,0,0,0,1055,-0.769230769230769,0.000267549127344371
"MDCK",0.2,0,0,0,4,4,0,1,0,0,0,0,62,15,5,16,26,1,6,2,179,303,54,143,417,1238,42338,0.0292408710850772,0.0031413859889461,9,124,1105,8,0.0676691729323308,0.932330827067669,0.00726978998384491,0.10016155088853,0.107431340872375,0.0031413859889461,133,0.892568659127625,0.932330827067669,2.12385164096709,0.143719283975216,0,0,0,1056,1.95555555555556,0.000267549127344371
"MDCK",0.2,0,0,0,2,0,1,3,11,0,0,0,30,18,5,18,62,2,4,7,221,283,25,136,434,1262,26906,0.0469040362744369,0.00557496469189028,17,133,1112,8,0.113333333333333,0.886666666666667,0.0134706814580032,0.105388272583201,0.118858954041204,0.00557496469189028,150,0.881141045958796,0.886666666666667,2.17609125905568,0.246623676026311,0,0,0,1057,0.12781954887218,0.000267549127344371
"MDCK",0.6,0,0,0,11,2,0,3,3,0,0,0,0,0,0,1,0,4,2,1,308,161,24,190,454,1164,19485,0.059738260200154,0.00102643058763151,19,1,1144,8,0.95,0.05,0.0163230240549828,0.000859106529209622,0.0171821305841924,0.00102643058763151,20,0.982817869415808,0.95,1.30102999566398,0.0650514997831991,0,0,0,1058,-0.866666666666667,0.000580871485993018
"MDCK",0.6,2,0,0,0,4,1,5,7,0,0,0,1,0,0,1,0,3,7,3,191,304,33,116,397,1075,28653,0.0375178864342303,0.000732907548947754,19,2,1054,8,0.904761904761905,0.0952380952380952,0.0176744186046512,0.00186046511627907,0.0195348837209302,0.000732907548947754,21,0.98046511627907,0.904761904761905,1.32221929473392,0.125925647117516,0,0,0,1059,0.05,0.000580871485993018
"MDCK",0.6,0,0,0,1,0,0,6,2,0,0,1,5,1,1,0,2,2,2,3,159,153,48,63,188,637,25420,0.0250590086546027,0.000747442958300551,9,10,618,8,0.473684210526316,0.526315789473684,0.0141287284144427,0.0156985871271586,0.0298273155416013,0.000747442958300551,19,0.970172684458399,0.526315789473684,1.27875360095283,0.605725389925024,0,0,0,1063,0.0555555555555556,0.000580871485993018
"MDCK",0.6,0,0,0,13,7,3,4,26,0,0,0,0,1,0,0,4,4,3,4,366,292,77,164,690,1658,49597,0.0334294412968526,0.00116942557009497,53,5,1600,8,0.913793103448276,0.0862068965517241,0.0319662243667069,0.00301568154402895,0.0349819059107358,0.00116942557009497,58,0.965018094089264,0.913793103448276,1.76342799356294,0.152019654617495,0,0,0,1067,3.83333333333333,0.000580871485993018
"MDCK",0.6,2,0,0,21,20,0,7,28,1,0,0,9,25,1,11,16,7,13,16,753,832,114,513,1553,3942,71873,0.05484674356156,0.00196179371947741,78,63,3801,8,0.553191489361702,0.446808510638298,0.0197869101978691,0.0159817351598174,0.0357686453576865,0.00196179371947741,141,0.964231354642314,0.553191489361702,2.14921911265538,0.960289390760914,0,0,0,1068,1.43103448275862,0.000580871485993018
"MDCK",0.6,1,0,0,15,7,0,4,16,0,0,0,5,15,0,5,29,3,16,10,694,541,48,331,964,2704,48091,0.0562267368114616,0.00201700941964193,43,54,2607,8,0.443298969072165,0.556701030927835,0.0159023668639053,0.0199704142011834,0.0358727810650888,0.00201700941964193,97,0.964127218934911,0.556701030927835,1.98677173426624,0.880733861581944,0,0,0,1069,-0.312056737588652,0.000580871485993018
"MDCK",0.6,0,0,0,0,0,0,1,2,0,0,1,3,7,0,3,8,3,4,5,203,138,20,94,204,696,37056,0.0187823834196891,0.000674654576856649,3,22,671,8,0.12,0.88,0.00431034482758621,0.0316091954022989,0.0359195402298851,0.000674654576856649,25,0.964080459770115,0.88,1.39794000867204,0.167752801040645,0,0,0,1070,-0.742268041237113,0.000580871485993018
"MDCK",0.6,0,1,0,2,9,0,9,5,0,0,0,0,13,3,4,41,1,12,6,735,372,47,219,706,2185,23933,0.0912965361634563,0.00363514812184014,26,61,2098,8,0.298850574712644,0.701149425287356,0.0118993135011442,0.0279176201372998,0.0398169336384439,0.00363514812184014,87,0.960183066361556,0.701149425287356,1.93951925261862,0.579626443311311,0,0,0,1071,2.48,0.000580871485993018
"MDCK",0.6,1,0,0,3,10,0,0,5,0,0,0,5,0,0,1,0,6,7,6,125,200,24,36,197,626,41427,0.0151109180003379,0.000603471166147682,19,6,601,8,0.76,0.24,0.0303514376996805,0.00958466453674121,0.0399361022364217,0.000603471166147682,25,0.960063897763578,0.76,1.39794000867204,0.335505602081289,0,0,0,1072,-0.71264367816092,0.000580871485993018
"MDCK",0.6,0,0,0,0,2,0,4,0,0,0,0,3,1,2,2,5,3,4,1,40,113,28,76,172,456,22898,0.0199144030046292,0.000829766791859551,6,13,437,8,0.315789473684211,0.684210526315789,0.0131578947368421,0.0285087719298246,0.0416666666666667,0.000829766791859551,19,0.958333333333333,0.684210526315789,1.27875360095283,0.403816926616683,0,0,0,1073,-0.24,0.000580871485993018
"MDCK",0.6,0,0,0,4,8,1,1,8,0,0,0,4,11,5,3,12,2,1,6,261,256,67,132,579,1361,40993,0.0332007903788452,0.00139048130168565,22,35,1304,8,0.385964912280702,0.614035087719298,0.0161645848640705,0.0257163850110213,0.0418809698750918,0.00139048130168565,57,0.958119030124908,0.614035087719298,1.75587485567249,0.677706084645523,0,0,0,1074,2,0.000580871485993018
"MDCK",0.6,0,0,0,9,1,1,5,7,0,0,0,7,9,0,15,10,1,10,2,350,222,23,232,608,1512,40779,0.0370779077466343,0.00156943524853479,23,41,1448,8,0.359375,0.640625,0.0152116402116402,0.0271164021164021,0.0423280423280423,0.00156943524853479,64,0.957671957671958,0.640625,1.80617997398389,0.649095928150459,0,0,0,1075,0.12280701754386,0.000580871485993018
"MDCK",0.6,0,0,0,1,1,0,1,7,0,0,0,3,3,0,2,1,1,6,2,115,52,13,93,143,444,23517,0.0188799591784666,0.000807926181060509,10,9,425,8,0.526315789473684,0.473684210526316,0.0225225225225225,0.0202702702702703,0.0427927927927928,0.000807926181060509,19,0.957207207207207,0.526315789473684,1.27875360095283,0.605725389925024,0,0,0,1076,-0.703125,0.000580871485993018
"MDCK",0.6,0,0,0,5,0,1,1,5,0,0,0,3,3,1,4,5,2,4,4,178,88,25,92,232,653,31169,0.0209503031858577,0.000898328467387468,12,16,625,8,0.428571428571429,0.571428571428571,0.0183767228177642,0.0245022970903522,0.0428790199081164,0.000898328467387468,28,0.957120980091884,0.571428571428571,1.44715803134222,0.620210584860951,0,0,0,1077,0.473684210526316,0.000580871485993018
"MDCK",0.6,0,0,0,4,2,0,0,4,1,1,0,12,1,0,6,11,3,10,5,265,224,17,190,212,968,30586,0.0316484666187144,0.0013731772706467,10,32,926,8,0.238095238095238,0.761904761904762,0.0103305785123967,0.0330578512396694,0.0433884297520661,0.0013731772706467,42,0.956611570247934,0.761904761904762,1.6232492903979,0.386487926285214,0,0,0,1078,0.5,0.000580871485993018
"MDCK",0.6,0,0,0,7,12,5,6,16,0,0,1,0,0,0,0,0,4,5,5,221,342,38,92,303,1057,30666,0.0344681406117524,0.00153264201395683,46,1,1010,8,0.978723404255319,0.0212765957446809,0.043519394512772,0.000946073793755913,0.0444654683065279,0.00153264201395683,47,0.955534531693472,0.978723404255319,1.67209785793572,0.0355765501688451,0,0,0,1080,1.23809523809524,0.000580871485993018
"MDCK",0.6,1,0,1,22,5,0,13,25,0,1,0,26,33,3,5,48,7,10,10,908,564,47,736,1636,4101,58166,0.0705051060757143,0.00314616786438813,67,116,3918,8,0.366120218579235,0.633879781420765,0.0163374786637406,0.0282857839551329,0.0446232626188734,0.00314616786438813,183,0.955376737381127,0.633879781420765,2.26245108973043,0.828329087496933,0,0,0,1081,2.8936170212766,0.000580871485993018
